col1|col2|col3|col4|col5|col6|col7|col8|col9|col10|col11|col12|col13|col14|col15|col16|col17|col18|col19|col20|col21|col22|col23|col24|col25|col26|col27|col28|col29|col30|col31|col32|col33|col34|col35|col36|col37|col38|col39|col40|col41|col42|col43|col44|col45|col46|col47|col48|col49|col50|col51|col52|col53|col54|col55|col56|col57|col58|col59|col60|col61|col62|col63|col64|col65|col66|col67|col68|col69|col70|col71|col72|col73|col74|col75|col76|col77|col78|col79|col80|col81|col82|col83|col84|col85|col86|col87|col88|col89|col90|col91|col92|col93|col94|col95|col96|col97|col98|col99|col100|col101|col102|col103|col104|col105|col106|col107|col108|col109|col110|col111|col112|col113|col114|col115|col116|col117|col118|col119|col120|col121|col122|col123|col124|col125|col126|col127|col128|col129|col130|col131|col132|col133|col134|col135|col136|col137|col138|col139|col140|col141|col142|col143|col144|col145|col146|col147|col148|col149|col150
6|20|97|85|57|55|38|60|100|26|93|74|8|49|44|91|53|15|39|62|40|21|94|82|15|12|37|44|68|24|24|29|20|41|76|91|90|90|15|51|20|4|57|44|17|69|40|38|18|58|36|4|96|16|28|83|93|47|67|53|38|20|67|10|33|84|58|54|74|65|14|36|33|60|44|21|93|50|47|95|25|46|98|9|37|48|15|61|20|66|4|40|10|76|46|53|30|84|82|66|25|4|99|71|40|25|15|22|59|31|15|98|94|76|91|92|81|85|45|3|3|55|62|46|67|42|96|70|23|49|59|35|5|83|52|29|39|26|38|84|10|1|97|3|74|24|95|91|91|86
74|26|47|63|63|2|29|72|55|7|20|30|69|25|27|79|23|62|26|20|51|57|73|46|11|47|9|52|62|79|61|53|69|76|10|51|100|51|96|98|81|82|12|47|34|31|80|82|66|98|53|29|26|58|50|69|51|58|2|81|40|48|47|81|6|12|16|63|64|20|16|69|76|45|67|65|51|31|81|11|59|43|31|88|90|33|96|87|55|60|18|39|7|11|99|5|8|84|64|27|33|65|23|16|31|9|56|34|98|67|14|56|48|64|29|62|22|81|62|20|2|34|56|18|10|99|72|9|84|60|83|17|59|1|35|53|92|17|49|3|12|31|57|13|81|22|74|33|15|46
65|89|59|24|3|49|60|40|75|46|82|18|22|21|39|34|10|92|96|47|25|94|5|20|80|15|69|50|65|22|27|32|47|27|49|56|30|13|9|17|68|86|28|10|8|47|34|14|53|15|73|97|51|82|93|36|16|2|74|17|51|77|33|37|78|13|55|53|44|25|38|10|21|30|77|59|88|9|30|88|15|9|99|74|32|80|30|23|89|22|72|63|65|64|49|72|17|69|25|55|53|59|6|99|34|66|86|72|66|68|46|72|62|76|45|31|13|96|42|32|78|13|79|53|27|45|25|31|19|58|56|39|33|49|58|99|89|66|53|18|74|78|8|97|60|71|99|49|63|47
55|58|96|80|26|87|65|8|22|87|8|39|93|60|10|26|64|32|54|50|48|4|14|9|17|48|91|98|87|51|69|89|60|46|43|96|44|36|70|15|40|66|100|81|22|59|6|7|10|11|41|1|91|82|66|2|94|47|87|31|49|33|80|72|54|75|50|44|98|73|76|87|89|15|25|79|5|58|42|28|79|64|19|50|86|69|59|75|35|11|59|18|35|81|19|44|31|75|12|76|89|56|3|85|80|48|1|11|19|9|93|7|29|99|38|73|74|74|90|50|33|23|84|6|75|47|42|83|84|53|36|23|24|77|91|3|50|23|81|99|26|62|9|88|91|88|1|87|53|39
38|85|8|44|67|36|40|24|3|95|78|22|95|33|73|97|15|58|76|5|96|55|44|66|7|8|91|14|61|2|22|95|48|17|49|14|92|58|83|23|49|56|11|43|11|4|24|94|55|27|97|45|22|81|8|19|12|26|35|82|16|83|4|10|74|19|92|72|64|37|93|15|19|68|47|22|90|28|71|7|37|28|21|74|61|62|59|83|49|46|6|57|78|2|63|84|54|42|92|85|84|29|76|87|46|11|3|47|7|24|18|65|69|8|3|8|98|76|12|22|77|80|35|99|89|77|74|43|100|45|82|93|14|60|73|95|80|18|83|88|87|66|39|84|85|69|59|39|49|62
62|41|56|38|11|81|32|28|42|37|97|39|9|65|14|76|77|76|94|60|86|20|55|99|71|31|35|12|87|84|37|71|15|100|70|53|69|78|37|32|71|57|2|100|22|18|41|77|65|31|85|28|44|50|48|78|34|75|3|70|70|41|90|88|22|22|16|64|35|35|71|13|61|93|52|40|71|5|5|15|3|84|79|31|34|43|1|7|18|34|68|69|59|4|30|49|22|61|75|9|100|9|57|83|97|74|72|75|67|6|3|10|93|49|5|8|68|37|89|98|99|99|24|54|8|14|82|38|64|50|12|21|92|19|4|20|54|67|97|56|80|69|66|61|38|14|7|2|76|12
52|8|91|47|15|96|29|17|85|93|28|23|9|24|40|75|27|64|5|19|83|100|14|62|28|6|89|12|89|34|81|68|60|13|62|7|12|32|31|52|14|25|68|15|48|21|63|65|6|83|55|22|3|94|7|47|28|95|36|97|6|63|89|20|27|33|67|35|86|78|14|57|98|20|73|54|97|79|51|88|33|56|92|100|67|27|39|100|67|75|49|87|23|43|12|98|73|72|58|96|97|24|56|62|16|75|86|18|86|13|58|37|25|94|97|12|94|56|49|90|53|71|12|69|58|89|17|81|49|22|64|62|6|84|45|58|21|76|83|42|13|7|48|11|52|36|70|68|88|67
85|30|7|69|99|66|32|37|72|24|74|92|18|15|24|82|71|94|1|50|23|73|65|82|34|94|27|31|13|1|5|7|97|70|92|83|44|50|21|16|21|83|22|55|49|55|16|62|34|95|30|67|47|64|1|86|17|16|1|80|92|17|11|17|6|1|84|87|91|29|24|49|41|89|51|88|66|94|25|70|38|49|62|24|89|50|73|49|100|63|37|50|34|30|97|77|70|52|70|2|49|52|62|47|33|59|94|47|37|13|22|80|78|33|94|55|99|29|67|78|70|75|25|77|41|81|97|68|27|29|94|3|52|33|76|67|51|79|12|98|75|35|71|9|8|96|94|20|29|52
47|82|40|93|8|38|46|30|24|59|11|89|94|38|5|45|74|46|24|97|92|66|66|94|95|23|82|18|79|67|19|18|45|37|61|73|99|5|63|33|42|67|55|72|3|23|16|7|87|68|30|12|74|12|8|48|13|12|8|37|19|34|88|81|97|32|71|52|86|77|1|88|51|59|44|7|56|37|16|84|6|86|94|6|72|13|65|98|33|90|33|35|82|16|70|80|7|30|89|98|72|24|13|8|76|69|58|47|79|24|7|29|50|64|49|51|34|78|98|98|33|61|71|6|56|48|22|92|74|23|13|36|37|77|87|1|23|95|28|51|87|21|57|58|58|18|81|13|97|95
18|97|50|53|77|37|94|4|99|18|94|18|55|27|96|51|98|30|61|48|8|44|67|58|6|47|67|83|22|87|67|52|34|65|67|59|30|7|54|22|10|65|91|87|14|94|26|16|58|78|58|44|75|78|61|55|30|75|47|75|15|2|60|58|42|29|71|63|57|79|71|87|16|50|29|44|24|65|6|51|96|50|81|17|64|1|37|78|4|27|34|20|82|90|44|44|4|100|19|10|23|87|48|31|25|17|14|96|40|55|43|95|37|9|13|77|74|86|86|4|34|95|50|16|52|16|25|37|1|1|64|91|100|61|85|32|97|78|96|22|70|79|68|33|27|78|82|1|38|33
53|64|25|25|31|76|48|8|28|4|78|54|16|79|85|78|38|16|36|49|16|66|72|77|59|1|60|22|24|70|42|19|24|88|75|93|53|78|31|1|13|63|49|66|67|2|82|35|40|21|4|29|68|21|75|51|43|80|72|30|58|83|5|45|32|57|45|71|53|68|25|73|85|6|19|25|35|34|66|76|50|87|41|84|7|32|77|73|14|81|32|13|79|42|61|84|19|9|58|12|22|91|92|7|87|15|17|2|30|67|35|25|26|77|83|61|34|11|34|29|100|18|46|71|60|89|81|29|22|32|27|29|51|52|68|21|39|5|92|92|26|56|82|6|17|66|95|54|46|54
35|47|15|82|84|88|57|88|94|64|98|67|97|81|13|7|80|34|63|82|40|61|54|19|23|27|22|89|86|10|76|55|92|28|20|51|56|94|77|9|79|60|74|82|47|41|21|22|60|79|37|40|74|27|30|18|52|22|28|73|67|41|26|12|52|16|72|12|2|27|40|67|13|35|84|38|19|90|42|17|40|91|67|75|69|6|22|62|93|88|79|51|98|86|60|67|55|28|90|39|7|65|76|74|30|43|22|4|48|84|69|15|97|29|84|59|52|73|9|98|40|81|52|89|59|10|25|76|26|35|18|56|19|63|6|57|16|51|33|98|9|76|8|1|18|67|57|50|94|92
